Nome da Música,link,album,letra,artista
Sonhei Com Uma Música Hoje,/manu-gavassi/sonhei-com-uma-musica-hoje.html,,"Eu gosto de você Muito sim Dormindo do meu lado, ou Dormindo sem mim Eu gosto de você Muito  Eu gosto de você e esse verso é seu Me olhando com essa cara De quem já entendeu Eu gosto de você Muito  Então não desiste de mim To louco pra falar que meu gostar já é amor  Enfim  Não desiste de nós To longe, mas to perto Se você quiser Se você quiser  Promete que fica Mesmo quando não for fácil ficar? E eu prometo que fico E falo que eu tenho tanto medo de falar Que eu gosto de você Muito Eu gosto de você Muito Eu gosto de você Tanto que eu amo você",Manu Gavassi
Sozinha,/manu-gavassi/sozinha.html,Vício - EP,"A gente ama até sangrar Até não dar mais pra aguentar A gente ama até achar o próximo pra amar  E a gente ama outra vez E é tão certo dessa vez Eu te amo até o tempo apagar tudo que você fez  E o silêncio nos mostra, mas ninguém parece ouvir O silêncio nos mostra o caminho a seguir  Sozinha com minha mente que não para de mudar Eu nunca achei que fosse gostar de estar só Sozinha com meus sonhos que não param de crescer Eu nunca achei que fosse entender o que é estar só Só sem você  A gente ama até esgotar Até não ter o que salvar A gente ama até prometer que nunca mais vai amar  E a gente ama outra vez E é tão certo dessa vez Eu te amo até a vida mostrar que estava errada talvez  E o silêncio nos mostra, mas ninguém parece ouvir O silêncio nos mostra o caminho a seguir  Sozinha com minha mente que não para de mudar Eu nunca achei que fosse gostar de estar só Sozinha com meus sonhos que não param de crescer Eu nunca achei que fosse entender o que é estar só Só sem você  Finalmente agora eu posso ver Que sozinha eu sei que posso ser O que eu sempre quis E era tão difícil com você  Sozinha com minha mente que não para de mudar Eu nunca achei que fosse gostar de estar só Sozinha com meus sonhos que não param de crescer Eu nunca achei que fosse entender o que é estar só Só sem você",Manu Gavassi
Suspiros,/manu-gavassi/suspiros.html,Manu Gavassi,"Suspiros já não cabem mais dentro de mim Se eu nem te conheço já me sinto assim Não consigo te tirar do meu pensamento O que eu faço pra te ter aqui um momento, Se eu fico tentando imaginar seu sorriso Me diz o que é que eu faço pra te ter aqui comigo?  Se eu te ver de longe e não me aproximar Eu juro eu vou morrer eu não vou aguentar Faz tanto tempo eu imagino como seria Você me ligando pra falar bom dia, Então fico tentando imaginar seu sorriso Me diz o que é que eu faço pra te ter aqui comigo?  Uuuh, uuuh Nananana, nananana  Uuuh, uuuh Nananana, nananana  Se eu te ver com outra eu vou passar mal Eu sei é estranho, mas eu nunca fui normal Faz tanto tempo quero te dizer o que eu sinto Se alguém me perguntar se eu te quero, eu minto E volto a tentar imaginar seu sorriso Me diz o que é que eu faço pra te ter aqui comigo?  Uuuh, uuuh Nananana, nanananana  Uuuh uuuh Nananana, nanananana  Uuuh,uuuh Nananana, nanananana",Manu Gavassi
Talvez,/manu-gavassi/talvez.html,Clichê Adolescente,"Eu assisti enquanto o tempo passou Fiquei parada enquanto tudo mudou E agora olhando para a linha do fim Eu me pergunto quem vai me salvar de mim  Foi muito cedo, talvez cedo demais E nem eu sei mais o sentido que faz Eu me perco procurando nós dois E tenho medo agora do que vem depois  Talvez não seja tarde demais pra voltar pro inicio outra vez Eu quero rir do mundo, como eu ria Quero a sua poesia e você Eu quero voltar, pra quando nada era sério E o futuro era um mistério Talvez Talvez não seja tarde demais Me encontre no inicio outra vez  Por muito tempo andava sem direção Com pés descalços mais não sentia o chão Me deparei com o que eu sempre temi A sua sombra me seguiu até aqui Foi muito cedo, talvez cedo demais Nosso segredo nos passou para trás E agora olhando pro que eu já destrui Eu me pergunto quem vai me tirar daqui  Talvez não seja tarde demais pra voltar pro inicio outra vez Eu quero rir do mundo, como eu ria Quero a sua poesia e você Eu quero voltar, pra quando nada era sério E o futuro era um mistério Talvez Talvez não seja tarde demais Me encontre no inicio outra vez Talvez não seja tarde demais pra voltar pro inicio outra vez Eu quero rir do mundo, como eu ria Quero a sua poesia e você Eu quero voltar, pra quando nada era sério E o futuro era um mistério Talvez Talvez não seja tarde demais Me encontre no inicio outra vez",Manu Gavassi
talvezeunemteame(Tantoassim),/manu-gavassi/talvezeunemteametantoassim.html,CUTE BUT PSYCHO EP,"Provavelmente Tá deitado com alguém pra não pensar em mim Sinceramente Eu to sozinha no meu quarto e é melhor assim Nem sei se eu to triste ou to incomodada Com mais uma história tão inacabada (Sei lá) Eu só não quero que você esqueça Só não admito que você me esqueça  Eu quero que você me queira mais do que eu te quero Faz sentindo? Talvez não! Mas ajuda o meu ego Eu quero que você me queira mais do que eu te quero Faz sentindo? Talvez? Talvez não! Eu quero que você me queira mais do que eu te quero Faz sentindo? Talvez não! Mas ajuda o meu ego Quero que você me queira mais do que eu te quero Faz sentido? Talvez? Talvez eu nem te ame tanto assim Talvez eu nem te ame tanto assim Talvez eu nem te ame tanto assim Talvez eu nem te ame tanto assim (Assim)  Naturalmente Você me diz ""Foi a maior saudade que eu senti"" Mas, claramente Se fosse tão insuportável você tava aqui  Nem sei se eu to triste ou to incomodada Com mais uma história tão inacabada (Sei lá) Eu só não quero que você esqueça Só não admito que você me esqueça  Eu quero que você me queira mais do que eu te quero Faz sentindo? Talvez não! Mas ajuda o meu ego Eu quero que você me queira mais do que eu te quero Faz sentindo? Talvez? Talvez não! Eu quero que você me queira mais do que eu te quero Faz sentindo? Talvez não! Mas ajuda o meu ego Quero que você me queira mais do que eu te quero Faz sentido? Talvez? Talvez eu nem te ame tanto assim Talvez eu nem te ame tanto assim Talvez eu nem te ame tanto assim Talvez eu nem te ame tanto assim Assim, assim  Talvez eu não te ame, não me leve a mal Não é só com você Eu sempre faço igual Desculpa, meu jeitinho é assim, assim No fim eu sempre penso em mim  Talvez eu nem te ame tanto assim Talvez eu nem te ame tanto assim Talvez eu nem te ame tanto assim Talvez eu nem te ame tanto assim Assim, assim",Manu Gavassi
Te Assusta,/manu-gavassi/te-assusta.html,CUTE BUT (still) PSYCHO,"Me assusta O nosso beijo ser melhor agora Só me ajuda E não me peça pra não ir embora Você diz que igual a nós não tem E me assusta  Me assusta Era mais fácil quando era passado E você usa a nossa historia E deita do meu lado E me diz que igual a mim não tem E me assusta  Pra onde a gente vai daqui Não sei, nem sei se quero ir Você me olha como um recomeço E eu te beijo e sinto nosso fim Como pode o tempo ter passado E tudo estar perfeitamente igual Você conhece cada canto meu E nosso amor seria tão real Se eu fosse a mesma de anos atrás Se eu fosse a mesma de anos atrás  (Eu poderia até fingir) Mas você sabe que eu não sou  E te assusta Te assusta minha liberdade E se culpa Porque era linda nossa pouca idade E me diz que igual nunca viveu E te assusta  Pra onde a gente vai daqui  Não sei se tem pra onde ir Você me diz que ninguém te conhece Como um dia eu te conheci Como pode o tempo ter passado E nos dois de novo vendo o mar Você me diz que agora faz sentido Eu poderia ate considerar Se eu fosse a mesma de anos atrás Se eu fosse a mesma de anos atrás  (Eu poderia até fingir) Mas você sabe que eu não sou  E me assusta Eu te olhar assim do mesmo jeito E te assusta Saber que o nosso foi seu melhor beijo E pra sempre, igual não tem E te assusta  Me assusta Eu te olhar assim do mesmo jeito Te assusta Saber que o nosso foi seu melhor beijo E pra sempre, igual não tem E te assusta",Manu Gavassi
Teletema,/manu-gavassi/teletema.html,,"Rumo! Estrada turva Sou despedida Por entre lenços brancos De partida Em cada curva Sem ter você Vou mais só  Corro! Rompendo laços Abraços, beijos Em cada passo É você, quem vejo No tele-espaço Pousado em cores No além  Brando! Corpo celeste Meta metade Meu santuário Minha eternidade Iluminando O meu caminho e fim  Dando! A incerteza Tão passageira Nós viveremos Uma vida inteira Eternamente Somente os dois Mais ninguém  Nós dois Mais ninguém",Manu Gavassi
Tudo Que Eu Quiser - Yeah !,/manu-gavassi/tudo-que-eu-quiser-yeah-i.html,Manu Gavassi,"Na na na na... O sol se põe lá fora e eu já sei, O que isso quer dizer Eu vou pintar as unhas e sair, Quem sabe encontro até você  Se eu não for é porque eu decidi Não tem ninguém aqui que vai me impedir Eu não vou, não vou, não vou Não vou ouvir nenhuma opinião  Yeah! Eu olho em volta e essa noite todo mundo sabe o que quer Yeah! Então me entende e sai da frente, Eu sou grandinha E faço tudo o que eu quiser  Se eu tivesse uma lista De tudo o que quero ver Não sei se caberia mas sei Que o primeiro item é você  Sexta à noite eu vou sair Unha preta, muito glitter eu vou me divertir Eu não vou, não vou, não vou Não vou ouvir nenhuma opinião  Yeah! Eu olho em volta e essa noite todo mundo Sabe o que quer Yeah! Então me entende e sai da frente, Eu sou grandinha E faço tudo Yeah! Eu olho em volta e essa noite todo mundo Sabe o que quer Yeah! Então me entende e sai da frente, Eu sou grandinha E faço tudo o que eu quiser  Te vejo e até paro de dançar Peço pra essa noite nunca terminar Yeah, Yeah,Yeah! nunca terminar, não  Yeah! Eu olho em volta e essa noite todo mundo Sabe o que quer Yeah! Então me entende e sai da frente, Eu sou grandinha E faço tudo o que eu quiser Yeah! Eu olho em volta e essa noite todo mundo Sabe o que quer Yeah! Então me entende e sai da frente, Eu sou grandinha E faço tudo o que eu quiser",Manu Gavassi
Vicio,/manu-gavassi/vicio.html,Vício - EP,"Preciso ir tomar um pouco de ar Me desculpe eu já cansei de chorar Eu até ficaria pra me humilhar Mas nosso tempo já deu  Preciso ver o quanto eu cresci Desde os dezoito que eu nunca mais me vi Me distraí olhando pra você Mas não disse que me arrependi  É que eu sei amar você Muito mais do que eu sei cantar, ah E eu começo a me preocupar Porque eu quero amar você E eu não consigo evitar, ah E eu começo a me preocupar Por que eu  Preciso ir pensar um pouco em mim Eu nunca mais fiquei sozinha assim Não dá mais pra brincar de adiar o fim O nosso tempo já deu  O seu número eu apaguei Pra evitar de te ligar de madrugada, eu sei Eu esqueci, fui eu que terminei Sinto muito, eu não te ligo mais  É que eu sei amar você Muito mais do que eu sei cantar, ah E eu começo a me preocupar Porque eu quero amar você E eu não consigo evitar, ah E eu começo a me preocupar  Por que eu sei amar você muito mais do que eu sei cantar E eu começo a me preocupar Porque eu quero amar você e eu não consigo evitar, ah E eu começo a me preocupar porque eu  Eu sei amar você tão bem, é como um vício E eu sei amar você assim desde o início E eu quero amar você de novo Se eu consigo respirar pra mim ainda é pouco Eu sei amar você tão bem, é como um vício E eu sei amar você assim desde o início E eu quero amar você de novo Se eu consigo respirar pra mim ainda é pouco  Eu sei amar você muito mais do que eu sei cantar, ah E eu começo a me preocupar Porque eu quero amar você e eu não consigo evitar, ah E eu começo a me preocupar porque eu Eu sei amar você muito mais do que eu sei cantar, ah E eu começo a me preocupar Porque eu quero amar você e eu não consigo evitar, ah E eu começo a me preocupar porque eu  Quero amar você Sei amar você Quero amar você E eu começo a me preocupar porque eu",Manu Gavassi
Você Já Deveria Saber,/manu-gavassi/voce-ja-deveria-saber.html,,"Parabéns você fez tudo certo Realmente um garotinho muito esperto Só errou por que eu descobri (Yeah) Por quanto tempo você achou Que iria me enganar  Eu não sou tão boba Então você já pode parar Continue escrevendo suas musiquinhas Quem será a próxima a acreditar  Te vendo assim como você é Nem me dá vontade de chorar Acho que você se confundiu E errou de profissão  Por que você não larga os palcos E é tão bom na atuação  (Refrão) Quando ele te mandar flores Não se iluda você não é a única Quando ele escrever canções pra você A minha dica é correr  Ele vai fazer você acreditar que ele nunca está Por que tadinho ele é tão ocupado Mas logo você vai perceber Que deve ser mesmo difícil Arranjar tempo pra todas e pra você  Parabéns você fez tudo certo, Dessa vez passou muito perto Eu já estava começando a acreditar (Hum) É difícil imaginar que existe alguém assim  Ainda bem que eu descobri pra dar logo um fim Continue com essa cara de bonzinho eu prometo Que muitas ainda vão cair Será que quando você Pensa nisso você ri  Continue no seu mundinho colorido Iludindo as pessoas sem se arrepender Mas agora eu sei a verdade E todo mundo vai saber  (Refrão) Quando ele te mandar flores Não se iluda você não é a única Quando ele escrever canções pra você A minha dica é correr  Ele vai fazer você acreditar que ele nunca está Por que tadinho ele é tão ocupado Mas logo você vai perceber Que deve ser mesmo difícil Arranjar tempo pra todas  E eu bato palmas pra você Não deve ser tão fácil Enganar alguém assim  Você já deveria saber Que eu não sou tão tonta Quanto elas devem ser  (Refrão) Quando ele te mandar flores Não se iluda você não é a única Quando ele escrever canções pra você A minha dica é correr  Ele vai fazer você acreditar que ele nunca está Por que tadinho ele é tão ocupado Mas logo você vai perceber Que deve ser mesmo difícil Arranjar tempo pra todas, pra todas, pra todas e pra você",Manu Gavassi
Você Tá Namorando,/manu-gavassi/voce-ta-namorando.html,Manu Gavassi,"Eu tô cansada dessas músicas de amor É tudo pura ilusão Elas não falam do buraco que você deixou Dentro do meu coração  Eu sei que ainda não entendo Minhas amigas falam que eu gosto de sofrer Tá cada vez mais velha essa história de nós dois E eu não consigo esquecer  Eu sei, você tá namorando E eu não sei por que Não consigo achar ninguém Pra fazer que nem você É que pra mim não é tão fácil Fingir que eu superei Acho que eu não sei mentir bem Se não for você Eu não quero ninguém  O tempo passa e as coisas mudam Você faz graça e eu prefiro ignorar É que não vale a pena acreditar sempre em você Então eu vou deixar pra lá  Mas agora eu já aprendi E dessa vez eu sei que eu não me engano Não vou me iludir, só vou esperar a gente crescer Te vejo daqui mais alguns anos  Eu sei, você tá namorando E eu não sei por que Não consigo achar ninguém Pra fazer que nem você É que pra mim não é tão fácil Fingir que eu superei Acho que eu não sei mentir bem Se não for você Eu não quero ninguém",Manu Gavassi
We Found Love (Cover Rihanna),/manu-gavassi/we-found-love-cover-rihanna.html,Regravação de Rihanna,Yellow diamonds in the light And we're standing side by side As your shadow crosses mine What it takes to come alive  It's the way I'm feeling I just can't deny But I've gotta let it go  We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place  Shine a light through an open door Love and life I will divide Turn away cause I need you more Feel the heartbeat in my mind  It's the way I'm feeling I just can't deny But I've gotta let it go  We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place  Yellow diamonds in the light And we're standing side by side As your shadow crosses mine  We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place  We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place,Manu Gavassi
